prompt,ref_model,target_model,ref_bytes,target_bytes,n_prompt,n_gen,kl_target,kl_target_p95,kl_target_p99,top1_target,kl_handoff,kl_handoff_p95,kl_handoff_p99,top1_handoff
08_java_small,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,756,2048,0.001593,0.008162,0.017087,98.6,0.001308,0.006527,0.012957,98.7
09_python_medium,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,2125,2048,0.000650,0.004267,0.011077,99.4,0.000508,0.003588,0.007832,99.5
10_go_medium,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,1864,2048,0.001327,0.006642,0.018769,98.5,0.001025,0.005452,0.012981,98.6
11_typescript_medium,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,2233,2048,0.001618,0.008013,0.016960,98.8,0.001276,0.006472,0.012860,99.1
12_rust_medium,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,2017,2048,0.001052,0.005832,0.013334,99.3,0.000780,0.004466,0.009779,99.4
13_python_large,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,7811,2048,0.001060,0.006309,0.014474,99.3,0.000922,0.005737,0.013398,99.4
14_go_large,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,7904,2048,0.000789,0.005387,0.010454,99.3,0.000653,0.004194,0.009229,99.5
15_cpp_medium,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,3630,2048,0.001406,0.006940,0.014299,98.5,0.001121,0.005637,0.012168,98.8
16_java_medium,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,2192,2048,0.001409,0.006975,0.015411,98.9,0.001203,0.005803,0.013820,99.0
17_rust_large,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,8811,2048,0.001129,0.006326,0.015186,99.3,0.000689,0.003898,0.010161,99.5
18_typescript_large,qwen3.5-2b-ud-q8_k_xl,ud-q6_k_xl,2834940160,1864483072,9740,2048,0.000559,0.004038,0.011644,99.8,0.000445,0.003023,0.009766,99.8
